r₀,tₗ,tᵢ,tₕ,tᵤ,γₑ,γᵢ,γⱼ,γₖ,δₖ,δₗ,δᵤ
2.2428686612178197,1.508083818991237,2.979839854957303,4.824412980363986,7.104462255854321,0.22044520744789817,0.25790973338517337,0.490679251862571,4.010066201385556,0.5445182302221306,1.052746312921137,1.0
