r₀,tₗ,tᵢ,tₕ,tᵤ,γₑ,γᵢ,γⱼ,γₖ,δₖ,δₗ,δᵤ
2.0238159351168337,3.7466972229771556,5.63072736956072,5.879914954045628,16.713392077112637,0.23927100084753838,0.23312515676409332,0.3772849295095408,3.1415195163693874,1.2610315567121408,1.293221758664716,2.8777259945853713
